표준 성분명,표준 영문명
아이언워트추출물,Sideritis Syriaca Extract
진득찰추출물,Sigesbeckia Glabrescens Extract
제주진득찰추출물,Sigesbeckia Orientalis Extract
실레인다이올살리실레이트,Silanediol Salicylate
실란트라이올,Silanetriol
실레인트라이올알지네이트,Silanetriol Arginate
실레인트라이올글루타메이트,Silanetriol Glutamate
실란트라이올라이시네이트,Silanetriol Lysinate
실레인트라이올멜라니네이트,Silanetriol Melaninate
실란트라이올트레할로오스에터,Silanetriol Trehalose Ether
이끼장구채캘러스배양추출물,Silene Acaulis Callus Culture Extract
가는장구채추출물,Silene Seoulensis Extract
우니플로라장구채추출물,Silene Uniflora Extract
북극풍선장구채캘러스배양추출물,Silene Uralensis Callus Culture Extract
실리카,Silica
실리카다이메티콘실릴레이트,Silica Dimethicone Silylate
실리카다이메틸실릴레이트,Silica Dimethyl Silylate
실리카폴리실세스퀴옥세인프로필다이설파이드헥사펩타이드- 87아마이드,Silica Polysilsesquioxane Propyldisulfideacetyl Hexapeptide-87 Amide
실리카폴리실세스퀴옥세인프로필다이설파이드아세틸펜타펩 타이드-4,Silica Polysilsesquioxane Propyldisulfideacetyl Pentapeptide-4
실리카폴리실세스퀴옥세인프로필다이설파이드아세틸트라이 펩타이드-84,Silica Polysilsesquioxane Propyldisulfideacetyl Tripeptide-84
실리카실릴레이트,Silica Silylate
실리콘쿼터늄-1,Silicone Quaternium-1
실리콘쿼터늄-10,Silicone Quaternium-10
실리콘쿼터늄-11,Silicone Quaternium-11
실리콘쿼터늄-12,Silicone Quaternium-12
실리콘쿼터늄-15,Silicone Quaternium-15
실리콘쿼터늄-16,Silicone Quaternium-16
실리콘쿼터늄-16/글라이시독시다이메티콘크로스폴리머,Silicone Quaternium-16/Glycidoxy Dimethicone Crosspolymer
실리콘쿼터늄-17,Silicone Quaternium-17
실리콘쿼터늄-18,Silicone Quaternium-18
실리콘쿼터늄-2,Silicone Quaternium-2
실리콘쿼터늄-2판테놀석시네이트,Silicone Quaternium-2 Panthenol Succinate
실리콘쿼터늄-20,Silicone Quaternium-20
실리콘쿼터늄-22,Silicone Quaternium-22
실리콘쿼터늄-25,Silicone Quaternium-25
실리콘쿼터늄-26,Silicone Quaternium-26
실리콘쿼터늄-3,Silicone Quaternium-3
실리콘쿼터늄-4,Silicone Quaternium-4
실리콘쿼터늄-5,Silicone Quaternium-5
실리콘쿼터늄-6,Silicone Quaternium-6
실리콘쿼터늄-7,Silicone Quaternium-7
실리콘쿼터늄-8,Silicone Quaternium-8
실리콘쿼터늄-9,Silicone Quaternium-9
실크,Silk
실크아미노산,Silk Amino Acids
실크추출물,Silk Extract
실크가루,Silk Powder
누에번데기추출물,Silkworm Chrysalis Extract
누에번데기오일,Silkworm Chrysalis Oil
누에고치추출물,Silkworm Cocoon Extract
누에추출물,Silkworm Extract
누에프래스,Silkworm Frass
누에지질,Silkworm Lipids
규선석,Sillimanite
실록세인트라이올알지네이트,Siloxanetriol Alginate
실록세인트라이올파이테이트,Siloxanetriol Phytate
실트,Silt
실트추출물,Silt Extract
실버,Silver
실버아세틸메티오네이트,Silver Acetylmethionate
실버보로실리케이트,Silver Borosilicate
실버클로라이드,Silver Chloride
실버시트레이트,Silver Citrate
실버카퍼제올라이트,Silver Copper Zeolite
실버하이드록사이드,Silver Hydroxide
실버나이트레이트,Silver Nitrate
실버옥사이드,Silver Oxide
실버설페이트,Silver Sulfate
실리빈,Silybin
흰무늬엉겅퀴에틸에스터,Silybum Marianum Ethyl Ester
흰무늬엉겅퀴추출물,Silybum Marianum Extract
흰무늬엉겅퀴열매추출물,Silybum Marianum Fruit Extract
흰무늬엉겅퀴씨추출물,Silybum Marianum Seed Extract
흰무늬엉겅퀴씨오일,Silybum Marianum Seed Oil
다이센터리바크추출물,Simaruba Amara Extract
시메티콘,Simethicone
호호바버터,Simmondsia Chinensis (Jojoba) Butter
호호바잎추출물,Simmondsia Chinensis (Jojoba) Leaf Extract
호호바씨추출물,Simmondsia Chinensis (Jojoba) Seed Extract
호호바씨오일,Simmondsia Chinensis (Jojoba) Seed Oil
호호바씨가루,Simmondsia Chinensis (Jojoba) Seed Powder
호호바씨왁스,Simmondsia Chinensis (Jojoba) Seed Wax
시나픽애씨드,Sinapic Acid
시노히조비움 멜리오티발효물,Sinorhizobium Meliloti Ferment Filtrate
런던로켓씨오일,Sisymbrium Irio Seed Oil
유럽장대추출물,Sisymbrium Officinale Extract
시토스테릴옥타트라이에노에이트,Sitosteryl Octatrienoate
스켈레토네마 코스타툼추출물,Skeletonema Costatum Extract
동물피부지질,Skin Lipids
S-락토일글루타티온,S-Lactoylglutathione
야콘잎추출물,Smallanthus Sonchifolius Leaf Extract
에스-멜리틴,s-Melittin
에스-메타노칼도코쿠스야나스키헥사펩타이드-60,s-Methanocaldococcus Jannaschii Hexapeptide-60
풀솜대추출물,Smilacina Japonica Extract
그레이사르사뿌리추출물,Smilax Aristolochiaefolia Root Extract
청미래덩굴뿌리추출물,Smilax China Root Extract
중국토복령추출물,Smilax Glabra Root Extract
사르사뿌리추출물,Smilax Medica Root Extract
사사파릴라뿌리추출물,Smilax Utilis Root Extract
능아연석,Smithsonite
능아연석추출물,Smithsonite Extract
에스-진주담치헥사펩타이드-1에스피,s-Mussel Hexapeptide-1 SP
에스-홍합올리고펩타이드-1,s-Mussel Oligopeptide-1
에스-홍합폴리펩타이드-1,s-Mussel Polypeptide-1
달팽이알추출물,Snail Egg Extract
달팽이추출물,Snail Extract
달팽이점액여과물,Snail Secretion Filtrate
뱀오일,Snake Oil
소듐(투쿰야자/아사이야자/야자)열매/(투쿰야자/야자)커넬/(야 자/바바수/브라질넛/안디로바/카카오/페빌레아 트릴로바타/ 패션프룻/쿠푸아수)씨데이트,"Sodium (Astrocaryum Vulgare/Euterpe Oleraceae/Palm)
Fruit/(Astrocaryum Vulgare/Palm) Kernel/(Astrocaryum Murumuru/Babassu/Bertholletia Excelsa/Carapa Guianensis/Cocoa/Fevillea Trilobata/Passiflora
Edulis/Theobroma Grandiflorum) Seedate"
소듐5-나이트로구아이아콜레이트,Sodium 5-Nitroguaiacolate
소듐아세테이트,Sodium Acetate
소듐아세틸시스테이네이트,Sodium Acetyl Cysteinate
소듐아세틸에틸카복실메틸티아졸리딘카복실레이트,Sodium Acetyl Ethylcarboxyl Methylthiazolidine Carboxylate
소듐아세틸레이티드하이알루로네이트,Sodium Acetylated Hyaluronate
소듐아크릴레이트/아크롤레인코폴리머,Sodium Acrylate/Acrolein Copolymer
소듐아크릴레이트/아크릴로나이트로겐코폴리머,Sodium Acrylate/Acrylonitrogens Copolymer
소듐아크릴레이트/아크릴로일다이메틸타트레이트/다이메틸 아크릴아마이드크로스폴리머,Sodium Acrylate/Acryloyldimethyltaurate/Dimethylacrylamide Crosspolymer
소듐아크릴레이트/하이드록시에틸아크릴아마이드코폴리머,Sodium Acrylate/Hydroxyethyl Acrylamide Copolymer
소듐아크릴레이트/메탈릴설포네이트/메톡시피이지-48메타크 릴레이트/수크로오스코폴리머,Sodium Acrylate/Methallylsulfonate/Methoxy PEG-48 Methacrylate/Sucrose Copolymer
소듐아크릴레이트/메틸스타이렌/스타이렌코폴리머,Sodium Acrylate/Methylstyrene/Styrene Copolymer
소듐아크릴레이트/소듐아크릴아미도메틸프로판설포네이트코 폴리머,Sodium Acrylate/Sodium Acrylamidomethylpropane Sulfonate Copolymer
소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리 머,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer
소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트/아크 릴아마이드코폴리머,Sodium Acrylate/Sodium Acryloyldimethyl Taurate/Acrylamide Copolymer
소듐아크릴레이트/비닐알코올코폴리머,Sodium Acrylate/Vinyl Alcohol Copolymer
소듐아크릴레이트/비닐아세타마이드코폴리머,Sodium Acrylate/Vinylacetamide Copolymer
소듐아크릴레이트코폴리머,Sodium Acrylates Copolymer
소듐아크릴레이트크로스폴리머-2,Sodium Acrylates Crosspolymer-2
소듐아크릴레이트/베헤네스-25메타크릴레이트크로스폴리머,Sodium Acrylates/Beheneth-25 Methacrylate Crosspolymer
소듐아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,Sodium Acrylates/C10-30 Alkyl Acrylate Crosspolymer
소듐아크릴레이트/에틸헥실아크릴레이트코폴리머,Sodium Acrylates/Ethylhexyl Acrylate Copolymer
소듐아크릴레이트/메타크릴로일에틸포스페이트코폴리머,Sodium Acrylates/Methacryloylethyl Phosphate Copolymer
소듐아크릴레이트/비닐아이소데카노에이트크로스폴리머,Sodium Acrylates/Vinyl Isodecanoate Crosspolymer
소듐아크릴릭애씨드/엠에이코폴리머,Sodium Acrylic Acid/MA Copolymer
소듐아크릴로일다이메틸타우레이트/피이지-8다이아크릴레이 트크로스폴리머,Sodium Acryloyl Dimethyl Taurate/PEG-8 Diacrylate Crosspolymer
소듐아크릴로일다이메틸타우레이트/아크릴아마이드/브이피 코폴리머,Sodium Acryloyldimethyl Taurate/Acrylamide/VP Copolymer
소듐아크릴로일다이메틸타우레이트/메타크릴아미도라우릭애 씨드코폴리머,Sodium Acryloyldimethyltaurate/Methacrylamidolauric Acid Copolymer
소듐아크릴로일다이메틸타우레이트/브이피크로스폴리머,Sodium Acryloyldimethyltaurate/VP Crosspolymer
소듐알진설페이트,Sodium Algin Sulfate
소듐알지네이트설페이트,Sodium Alginate Sulfate
소듐알란토인피씨에이,Sodium Allantoin PCA
소듐알룸,Sodium Alum
소듐알루미네이트,Sodium Aluminate
소듐알루미늄클로로하이드록시락테이트,Sodium Aluminum Chlorohydroxy Lactate
소듐알루미늄락테이트,Sodium Aluminum Lactate
소듐아니세이트,Sodium Anisate
소듐아라키데이트,Sodium Arachidate
소듐아르간암포아세테이트,Sodium Arganamphoacetate
소듐아르가네이트,Sodium Arganate
소듐아스코베이트,Sodium Ascorbate
소듐아스코빌글루코사이드,Sodium Ascorbyl Glucoside
소듐아스코빌포스페이트,Sodium Ascorbyl Phosphate
소듐아스코빌/콜레스테릴포스페이트,Sodium Ascorbyl/Cholesteryl Phosphate
소듐아스파테이트,Sodium Aspartate
소듐아스트로카리움무루무루에이트,Sodium Astrocaryum Murumuruate
소듐아보카도에이트,Sodium Avocadoate
소듐바바수설페이트,Sodium Babassu Sulfate
소듐바바수암포아세테이트,Sodium Babassuamphoacetate
소듐바바수에이트,Sodium Babassuate
소듐비즈왁스,Sodium Beeswax
소듐베헤네이트,Sodium Behenate
소듐베헤노일락틸레이트,Sodium Behenoyl Lactylate
소듐베헤노일/코코일(알라닌/알지닌/아스파라진/아스파틱애 씨드/글루타믹애씨드/글라이신/아이소류신/류신/라이신/메티 오닌/페닐알라닌/프롤린/세린/트레오닌/트립토판/타이로신/ 발린),"Sodium Behenoyl/Cocoyl
(Alanine/Arginine/Asparagine/Aspartic Acid/Glutamic Acid/Glycine/Isoleucine/Leucine/Lysine/Methionine/Phen ylalanine/Proline/Serine/Threonine/Tryptophan/Tyrosine/
Valine)"
소듐벤조에이트,Sodium Benzoate
소듐벤조트라이아졸릴부틸페놀설포네이트,Sodium Benzotriazolyl Butylphenol Sulfonate
소듐베타-시토스테릴설페이트,Sodium Beta-Sitosteryl Sulfate
소듐바이카보네이트,Sodium Bicarbonate
소듐비스클로로페닐설파민,Sodium Bischlorophenyl Sulfamine
소듐비스글라이콜리시노설포석시네이트,Sodium Bisglycol Ricinosulfosuccinate
소듐비스-하이드록시에틸글리시네이트코코-글루코사이드크 로스폴리머,Sodium Bis-Hydroxyethylglycinate Coco-Glucosides Crosspolymer
소듐비스-하이드록시에틸글라이시네이트라우릴-글루코사이 드크로스폴리머,Sodium Bis-Hydroxyethylglycinate Lauryl-Glucosides Crosspolymer
소듐바이설페이트,Sodium Bisulfate
소듐바이설파이트,Sodium Bisulfite
소듐보라지아미도프로필피지-다이모늄클로라이드포스페이트,Sodium Borageamidopropyl PG-Dimonium Chloride Phosphate
소듐보레이트,Sodium Borate
소듐브로메이트,Sodium Bromate
소듐부톡시에톡시아세테이트,Sodium Butoxyethoxy Acetate
소듐부톡시놀-12설페이트,Sodium Butoxynol-12 Sulfate
피브이엠/엠에이코폴리머소듐부틸에스터,Sodium Butyl Ester of PVM/MA Copolymer
소듐부틸글루코사이드하이드록시프로필포스페이트,Sodium Butylglucosides Hydroxypropyl Phosphate
소듐부틸파라벤,Sodium Butylparaben
소듐부티로일하이알루로네이트,Sodium Butyroyl Hyaluronate
소듐부티로일/포모일콘드로이틴설페이트,Sodium Butyroyl/Formoyl Chondroitin Sulfate
소듐부티로일/포모일하이알루로네이트,Sodium Butyroyl/Formoyl Hyaluronate
소듐C10-13알킬벤젠설포네이트,Sodium C10-13 Alkyl Benzenesulfonate
소듐C10-15파레스설페이트,Sodium C10-15 Pareth Sulfate
소듐C10-16알킬설페이트,Sodium C10-16 Alkyl Sulfate
소듐C10-16파레스-2설페이트,Sodium C10-16 Pareth-2 Sulfate
소듐C11-15알킬설페이트,Sodium C11-15 Alkyl Sulfate
소듐C11-15파레스-7카복실레이트,Sodium C11-15 Pareth-7 Carboxylate
소듐C12-13알킬설페이트,Sodium C12-13 Alkyl Sulfate
소듐C12-13파레스설페이트,Sodium C12-13 Pareth Sulfate
소듐C12-13파레스-12카복실레이트,Sodium C12-13 Pareth-12 Carboxylate
소듐C12-13파레스-2포스페이트,Sodium C12-13 Pareth-2 Phosphate
소듐C12-13파레스-5카복실레이트,Sodium C12-13 Pareth-5 Carboxylate
소듐C12-13파레스-8카복실레이트,Sodium C12-13 Pareth-8 Carboxylate
소듐C12-14올레핀설포네이트,Sodium C12-14 Olefin Sulfonate
소듐C12-14파레스-3설페이트,Sodium C12-14 Pareth-3 Sulfate
소듐C12-14 Sec-파레스-3설페이트,Sodium C12-14 Sec-Pareth-3 Sulfate
소듐C12-14 Sec-파레스-8카복실레이트,Sodium C12-14 Sec-Pareth-8 Carboxylate
소듐C12-15알콕시프로필이미노다이프로피오네이트,Sodium C12-15 Alkoxypropyl Iminodipropionate
소듐C12-15알킬설페이트,Sodium C12-15 Alkyl Sulfate
소듐C12-15파레스설페이트,Sodium C12-15 Pareth Sulfate
소듐C12-15파레스-12카복실레이트,Sodium C12-15 Pareth-12 Carboxylate
소듐C12-15파레스-15설포네이트,Sodium C12-15 Pareth-15 Sulfonate
소듐C12-15파레스-3설페이트,Sodium C12-15 Pareth-3 Sulfate
소듐C12-15파레스-3설포네이트,Sodium C12-15 Pareth-3 Sulfonate
소듐C12-15파레스-6카복실레이트,Sodium C12-15 Pareth-6 Carboxylate
소듐C12-15파레스-7카복실레이트,Sodium C12-15 Pareth-7 Carboxylate
소듐C12-15파레스-7설포네이트,Sodium C12-15 Pareth-7 Sulfonate
소듐C12-15파레스-8카복실레이트,Sodium C12-15 Pareth-8 Carboxylate
소듐C12-18알킬설페이트,Sodium C12-18 Alkyl Sulfate
소듐C13-15파레스-3설페이트,Sodium C13-15 Pareth-3 Sulfate
소듐C13-15파레스-8부틸포스페이트,Sodium C13-15 Pareth-8 Butyl Phosphate
소듐C13-15파레스-8포스페이트,Sodium C13-15 Pareth-8 Phosphate
소듐C13-17알칸설포네이트,Sodium C13-17 Alkane Sulfonate
소듐C14-15파레스-8카복실레이트,Sodium C14-15 Pareth-8 Carboxylate
소듐C14-15파레스-피지설포네이트,Sodium C14-15 Pareth-PG Sulfonate
소듐C14-16올레핀설포네이트,Sodium C14-16 Olefin Sulfonate
소듐C14-17알킬에스이씨설포네이트,Sodium C14-17 Alkyl Sec Sulfonate
소듐C14-18알케인설포네이트,Sodium C14-18 Alkane Sulfonate
소듐C14-18올레핀설포네이트,Sodium C14-18 Olefin Sulfonate
소듐C16-18올레핀설포네이트,Sodium C16-18 Olefin Sulfonate
소듐C16-20알킬설페이트,Sodium C16-20 Alkyl Sulfate
소듐C4-12올레핀/말레익애씨드코폴리머,Sodium C4-12 Olefin/Maleic Acid Copolymer
소듐C8-10알킬설페이트,Sodium C8-10 Alkyl Sulfate
소듐C8-16아이소알킬석시닐락토글로불린설포네이트,Sodium C8-16 Isoalkylsuccinyl Lactoglobulin Sulfonate
소듐C8-16아이소알킬석시닐소이설포네이트,Sodium C8-16 Isoalkylsuccinyl Soy Sulfonate
소듐C8-16아이소알킬석시닐위트설포네이트,Sodium C8-16 Isoalkylsuccinyl Wheat Sulfonate
소듐C9-11파레스-6카복실레이트,Sodium C9-11 Pareth-6 Carboxylate
소듐C9-15파레스-3설페이트,Sodium C9-15 Pareth-3 Sulfate
소듐C9-22알킬 Sec 설포네이트,Sodium C9-22 Alkyl Sec Sulfonate
소듐칼슘보론포스페이트,Sodium Calcium Boron Phosphate
소듐칼슘카퍼포스페이트,Sodium Calcium Copper Phosphate
소듐칼슘실버포스페이트,Sodium Calcium Silver Phosphate
소듐칼슘징크포스페이트,Sodium Calcium Zinc Phosphate
소듐동백나무씨데이트,Sodium Camellia Japonica Seedate
소듐카프레이트,Sodium Caprate
소듐카프로암포아세테이트,Sodium Caproamphoacetate
소듐카프로암포하이드록시프로필설포네이트,Sodium Caproamphohydroxypropylsulfonate
소듐카프로암포프로피오네이트,Sodium Caproamphopropionate
소듐카프로오일하이알루로네이트,Sodium Caprooyl Hyaluronate
소듐카프로일락틸레이트,Sodium Caproyl Lactylate
소듐카프로일메틸타우레이트,Sodium Caproyl Methyltaurate
소듐카프로일프롤리네이트,Sodium Caproyl Prolinate
