No,INCI,???,???,CAS No.,?? ??
4773,OROXYLUM INDICUM EXTRACT,,???£®OROXYLUM INDICUM£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4774,OROXYLUM INDICUM SEED EXTRACT,,???£®OROXYLUM INDICUM£©¿„≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4775,HIBISCUS SYRIACUS BARK EXTRACT,??????????,?»ÿ£®HIBISCUS SYRIACUS£©·?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4776,MAGNOLIA OBOVATA BARK EXTRACT,???????????,??£®MAGNOLIA OBOVATA£©·?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4777,MAGNOLOL,????,???,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4778,INDIGOFERA TINCTORIA EXTRACT,??????,??£®INDIGOFERA TINCTORIA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4779,ALOE ARBORESCENS LEAF EXTRACT,???????,???∏©£®ALOE ARBORESCENS£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4780,ALOE ARBORESCENS LEAF PROTOPLASTS,,???∏©£®ALOE ARBORESCENS£©∂j”G™˙ı∑æπ,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4781,ALOE ARBORESCENS LEAF JUICE,?????,???∏©£®ALOE ARBORESCENS£©∂j¡“,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4782,ASTROCARYUM MURUMURU BUTTER,,??È»?¿Â£®ASTROCARYUM MURUMURU£©‰£,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4783,ASTROCARYUM MURUMURU SEED BUTTER,?????,??È»?¿Â£®ASTROCARYUM MURUMURU£©¿„‰£,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4784,SODIUM ASTROCARYUM MURUMURUATE,????????????????,??È»?¿Â¥îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4785,BOMBAX MALABARICUM FLOWER EXTRACT,,???£®BOMBAX MALABARICUM£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4786,LIMONIA ACIDISSIMA EXTRACT,???? ????????,???£®LIMONIA ACIDISSIMA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4787,XYLOGLUCAN,,???Ê`,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4788,TAPIOCA STARCH,??????,?ø∞??,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4789,XYLOSE,?????,?Ê`,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4790,XYLITOL,????,?Ê`?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4791,XYLITYLGLUCOSIDE,??????????,?Ê`???Ê`Âµ,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4792,AKEBIA QUINATA STEM EXTRACT,?????????,?¿M£®AKEBIA QUINATA£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4793,AKEBIA QUINATA EXTRACT,???????,?¿M£®AKEBIA QUINATA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4794,AUCKLANDIA LAPPA ROOT EXTRACT,,?∏F£®AUCKLANDIA LAPPA£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4795,AUCKLANDIA LAPPA EXTRACT,,?∏F£®AUCKLANDIA LAPPA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4796,EQUISETUM HIEMALE EXTRACT,?????,?µ«£®EQUISETUM HIEMALE£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4797,EQUISETUM HIEMALE LEAF/STEM EXTRACT,???/?????,?µ«£®EQUISETUM HIEMALE£©∂j/?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4798,SODIUM LIGNOSULFONATE,??????????,?ı∑∏˛?îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4799,NATTO GUM,???,?πº?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4800,SEKKEN-NA/K,,?/?∂›,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4801,BUTTER,,?¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4802,SODIUM NAPHTHALENESULFONATE,???????????,±±?îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4803,CUSCUTA AUSTRALIS EXTRACT,,??ïSΩÈæc£®CUSCUTA AUSTRALIS£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4804,CUSCUTA AUSTRALIS SEED EXTRACT,???????,??ïSΩÈæc£®CUSCUTA AUSTRALIS£©¿„≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4805,HARPAGOPHYTUM PROCUMBENS ROOT EXTRACT,??????????,????£®HARPAGOPHYTUM PROCUMBENS£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4806,PUMPKIN SEED OIL PEG-8 ESTERS,,??¿„¥ PEG-8 Ωπ?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4807,DURVILLEA ANTARTICA EXTRACT,????? ????????,??¬µ??«W£®DURVILLEA ANTARTICA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4808,MARSDENIA CONDURANGO BARK EXTRACT,?????????,????ï«£®MARSDENIA CONDURANGO£©·?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4809,PFAFFIA PANICULATA ROOT EXTRACT,???????,??ú∂£®PFAFFIA PANICULATA£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4810,ARTEMISIA ABROTANUM FLOWER/LEAF/STEM EXTRACT,?????/?/?????,??±»£®ARTEMISIA ABROTANUM£©?/∂j/?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4811,ARTEMISIA ABROTANUM EXTRACT,???????,??±»£®ARTEMISIA ABROTANUM£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4812,CHOEROSPONDIAS AXILLARIS LEAF EXTRACT,,?îH?£®CHOEROSPONDIAS AXILLARIS£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4813,SCHISANDRA SPHENANTHERA EXTRACT,,?«…≠èæc£®SCHISANDRA SPHENANTHERA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4814,SAPINDUS EMARGINATUS FRUIT EXTRACT,,?áﬁZ?æc£®SAPINDUS EMARGINATUS£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4815,PHYLLOSTACHYS PUBESCENS SHOOT BARK EXTRACT,???????,?ŸT£®PHYLLOSTACHYS PUBESCENS£©È•·?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4816,CEPHALINS,???,??‰£,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4817,ENDOMYCES FERMENT FILTRATE,,???£®ENDOMYCES£©???ƒz?ƒÌ,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4818,ARNEBIA GUTTATA EXTRACT,,??ÑC?£®ARNEBIA GUTTATA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4819,PEAT WATER,???,??èô,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4820,PEAT EXTRACT,?????,??≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4821,ARABIDOPSIS THALIANA EXTRACT,???????,???£®ARABIDOPSIS THALIANA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4822,GELLIDIELA ACEROSA EXTRACT,????? ???????,?ø¬??£®GELLIDIELA ACEROSA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4823,ORNITHINE,"2,5-???????????",??îH,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4824,ORNITHINE HCL,?????????,??îH HCl,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4825,GUANOSINE,????????,?Âµ,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4826,SODIUM GUANOSINE CYCLIC MONOPHOSPHATE,,?Âµ???îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4827,GUANINE,,?œs‚‘,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4828,URACIL,???,?ÉŒ˜,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4829,ALLANTOIN,????,??∏˛,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4830,SODIUM ALLANTOIN PCA,,??∏˛ PCA ?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4831,ALDIOXA,????,??∏˛?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4832,ALLANTOIN ACETYL METHIONINE,"????, N-???-, ??????(2,5-???-4-???????)???(1 : 1 )",??∏˛?È‘??îHº™,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4833,UREA,???,?∏˛,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4834,URIC ACID,"1H-??-2,6,8(3H)-???,7,9-??????-",?îH,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4835,LYCIUM BARBARUM FRUIT POWDER,,?÷éÕ˜˜”£®LYCIUM BARBARUM£©??,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4836,LYCIUM BARBARUM FRUIT EXTRACT,????????,?÷éÕ˜˜”£®LYCIUM BARBARUM£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4837,LYCIUM BARBARUM EXTRACT,,?÷éÕ˜˜”£®LYCIUM BARBARUM£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4838,LYCIUM BARBARUM LEAF EXTRACT,,?÷éÕ˜˜”£®LYCIUM BARBARUM£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4839,LYCIUM BARBARUM SEED OIL,???????,?÷éÕ˜˜”£®LYCIUM BARBARUM£©¿„¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4840,CITRUS LIMON£®LEMON£©PEEL POWDER,,??£®CITRUS LIMON£©???,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4841,CITRUS LIMON£®LEMON£©PEEL OIL,,??£®CITRUS LIMON£©??¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4842,CITRUS LIMON£®LEMON£©FRUIT EXTRACT,,??£®CITRUS LIMON£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4843,CITRUS LIMON EXTRACT,,??£®CITRUS LIMON£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4844,CITRUS LIMON£®LEMON£©SEED OIL,,??£®CITRUS LIMON£©¿„¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4845,CITRUS LIMONUM EXTRACT,,??£®CITRUS LIMONUM£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4846,EUCALYPTUS CITRIODORA LEAF EXTRACT,???????????,???£®EUCALYPTUS CITRIODORA£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4847,EUCALYPTUS CITRIODORA OIL,?????????,???£®EUCALYPTUS CITRIODORA£©¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4848,BACKHOUSIA CITRIODORA LEAF EXTRACT,????????,????£®BACKHOUSIA CITRIODORA£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4849,BACKHOUSIA CITRIODORA LEAF OIL,???????,????£®BACKHOUSIA CITRIODORA£©∂j¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4850,THYMUS CITRIODORUS FLOWER/LEAF EXTRACT,?????/????,????∏F£®THYMUS CITRIODORUS£©?/∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4851,LIPPIA CITRIODORA FLOWER WATER,,?????£®LIPPIA CITRIODORA£©?èô,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4852,LIPPIA CITRIODORA FLOWER EXTRACT,?????????,?????£®LIPPIA CITRIODORA£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4853,LIPPIA CITRIODORA LEAF EXTRACT,?????????,?????£®LIPPIA CITRIODORA£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4854,CITRAL,???,???,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4855,CITRIC ACID,???????(EP),??îH,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4856,MONOSODIUM CITRATE,?????????,??îH??,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4857,DIAMMONIUM CITRATE,??????????,??îH?Û‹,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4858,CALCIUM CITRATE,"1,2,3-?????????????,2-?????-,???,??????(2:3:4)",??îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4859,POTASSIUM CITRATE,??????????,??îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4860,ALUMINUM CITRATE,,??îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4861,MAGNESIUM CITRATE,?????????,??îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4862,SODIUM CITRATE,???????,??îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4863,TRIBUTYL CITRATE,??????????,??îH??Ωπ,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4864,TRICAPRYLYL CITRATE,????????????,??îH?ÉHΩπ,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4865,TRIETHYL CITRATE,??????????,??îH??Ωπ,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4866,TITANIUM CITRATE,,??îHˆ¬,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4867,FERRIC CITRATE,,??îHå√,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4868,ISODECYL CITRATE,??????????,??îHƒ€?Ωπ,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4869,CYMBOPOGON CITRATUS LEAF,??????,??∏F?£®CYMBOPOGON CITRATUS£©∂j,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4870,CYMBOPOGON CITRATUS LEAF POWDER,????????,??∏F?£®CYMBOPOGON CITRATUS£©∂j?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4871,CYMBOPOGON CITRATUS LEAF OIL,????????,??∏F?£®CYMBOPOGON CITRATUS£©∂j¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4872,TRANEXAMIC ACID,????????,?“ îH,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4873,ARCTIUM LAPPA ROOT POWDER,,?ö≥£®ARCTIUM LAPPA£©??,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4874,ARCTIUM LAPPA ROOT EXTRACT,???????,?ö≥£®ARCTIUM LAPPA£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4875,ARCTIUM LAPPA FRUIT EXTRACT,???????,?ö≥£®ARCTIUM LAPPA£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4876,ARCTIUM LAPPA EXTRACT,,?ö≥£®ARCTIUM LAPPA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4877,ARCTIUM LAPPA SEED WATER,,?ö≥£®ARCTIUM LAPPA£©¿„èô,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4878,ARCTIUM LAPPA SEED EXTRACT,??????,?ö≥£®ARCTIUM LAPPA£©¿„≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4879,ARCTIUM LAPPA SEED OIL,??????,?ö≥£®ARCTIUM LAPPA£©¿„¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4880,CALF BLOOD EXTRACT,???????,??“ ≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4881,BOVIS CALCULUS,,??,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4882,TAURINE,???,??îH,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4883,POTASSIUM TAURINE LAURATE,,??îH?∂’?îHº™,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4884,MILK,??,??,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4885,MILK AMINO ACIDS,????????,????îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4886,MILK PROTEIN,?????,????,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4887,MILK PROTEIN EXTRACT,????????,????≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4888,MILK EXTRACT,,??≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4889,MILK LIPIDS,????,??‰£ı∑,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4890,RHODODENDRON CHRYSANTHUM LEAF EXTRACT,?????????,???£®RHODODENDRON CHRYSANTHUM£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4891,RABDOSIA TERNIFOLIA EXTRACT,,?π◊?£®RABDOSIA TERNIFOLIA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4892,ACHYRANTHES BIDENTATA ROOT POWDER,,?áI£®ACHYRANTHES BIDENTATA£©??,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4893,ACHYRANTHES BIDENTATA EXTRACT,,?áI£®ACHYRANTHES BIDENTATA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4894,BUTYROSPERMUM PARKII EXTRACT,,?¥?£®BUTYROSPERMUM PARKII£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4895,BUTYROSPERMUM PARKII (SHEA BUTTER) FRUIT,,?¥?·£®BUTYROSPERMUM PARKII£©?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4896,BUTYROSPERMUM PARKII (SHEA BUTTER) FRUIT EXTRACT,,?¥?·£®BUTYROSPERMUM PARKII£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4897,BUTYROSPERMUM PARKII (SHEA BUTTER),,?¥?·£®BUTYROSPERMUM PARKII£©?‰£,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4898,BUTYROSPERMUM PARKII (SHEA BUTTER) UNSAPONIFIABLES,,?¥?·£®BUTYROSPERMUM PARKII£©?‰£?∂›?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4899,BUTYROSPERMUM PARKII (SHEA BUTTER) EXTRACT,,?¥?·£®BUTYROSPERMUM PARKII£©?‰£≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4900,BUTYROSPERMUM PARKII (SHEA BUTTER) OIL,,?¥?·£®BUTYROSPERMUM PARKII£©?‰£¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4901,BUTYROSPERMUM PARKII (SHEA BUTTER) SEEDCAKE EXTRACT,,?¥?·£®BUTYROSPERMUM PARKII£©¿„?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4902,SHEA BUTTERAMIDOPROPYL BETAINE,?????????????,?¥·‰£È‘???ÁR??,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4903,ADEPS BOVIS,,?‰£,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4904,TALLOW,"???,??",?‰£,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4905,TALLOWETH-6,,?‰£???-6,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4906,TALLOWTRIMONIUM CHLORIDE,????????????,?‰£??????Û‹,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4907,TALLOWDIMONIUM PROPYLTRIMONIUM DICHLORIDE,????????????????????,?‰£?«…????Û‹???ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4908,TALLOW ACID,,?‰£îH,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4909,TALLOW GLYCERIDE,,?‰£îH?¥Ωπ,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4910,TALLOW GLYCERIDES,????????,?‰£îH?¥Ωπ?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4911,SODIUM TALLOWATE,????????,?‰£îH?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4912,ORIGANUM VULGARE FLOWER EXTRACT,????????,?≥—£®ORIGANUM VULGARE£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4913,ORIGANUM VULGARE EXTRACT,,?≥—£®ORIGANUM VULGARE£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4914,ORIGANUM VULGARE LEAF,,?≥—£®ORIGANUM VULGARE£©∂j,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4915,ORIGANUM VULGARE LEAF/FLOWER/STEM EXTRACT,,?≥—£®ORIGANUM VULGARE£©∂j/?/?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4916,ORIGANUM VULGARE LEAF EXTRACT,????????,?≥—£®ORIGANUM VULGARE£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4917,ORIGANUM VULGARE LEAF OIL,???????,?≥—£®ORIGANUM VULGARE£©∂j¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4918,ORIGANUM VULGARE OIL,,?≥—£®ORIGANUM VULGARE£©¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4919,OPUNTIA STREPTACANTHA STEM EXTRACT,??????????,??„^?¿»£®OPUNTIA STREPTACANTHA£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4920,OPUNTIA STREPTACANTHA LEAF EXTRACT,,??„^?¿»£®OPUNTIA STREPTACANTHA£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4921,PICEA EXCELSA LEAF EXTRACT,,?πœÍ’™º£®PICEA EXCELSA£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4922,PICEA EXCELSA LEAF OIL,,?πœÍ’™º£®PICEA EXCELSA£©∂j¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4923,CLEMATIS APIIFOLIA EXTRACT,,?π⁄£®CLEMATIS APIIFOLIA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4924,LIGUSTRUM LUCIDUM FRUIT EXTRACT,?????????,?ô∞£®LIGUSTRUM LUCIDUM£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4925,LIGUSTRUM LUCIDUM SEED EXTRACT,,?ô∞£®LIGUSTRUM LUCIDUM£©¿„≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4926,LIGUSTRUM LUCIDUM EXTRACT,,?ô∞æc£®LIGUSTRUM LUCIDUM£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4927,SOLANUM DULCAMARA STEM EXTRACT,?????????,??Åç£®SOLANUM DULCAMARA£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4928,THYMUS SERPYLLUM EXTRACT,,???∏F£®THYMUS SERPYLLUM£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4929,TAIMU YU,,???∏F(THYMUS SERPYLLUM)¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4930,JUNIPERUS COMMUNIS FRUIT EXTRACT,???????,???£®JUNIPERUS COMMUNIS£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4931,JUNIPERUS COMMUNIS FRUIT OIL,??????,???£®JUNIPERUS COMMUNIS£©?¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4932,SALVIA SCLAREA (CLARY) EXTRACT,??????,???£®SALVIA SCLAREA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4933,SALVIA SCLAREA (CLARY) OIL,?????,???£®SALVIA SCLAREA£©¥,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4934,LEVISTICUM OFFICINALE ROOT EXTRACT,,???£®LEVISTICUM OFFICINALE£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4935,SYRINGA VULGARIS (LILAC) EXTRACT,??????????,??∏F£®SYRINGA VULGARIS£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4936,GLECHOMA HEDERACEA EXTRACT,???????,??“ ?£®GLECHOMA HEDERACEA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4937,MALVA SYLVESTRIS (MALLOW) FLOWER/LEAF/STEM EXTRACT,????/?/?????,???£®MALVA SYLVESTRIS£©?/∂j/?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4938,MALVA SYLVESTRIS (MALLOW) FLOWER/LEAF EXTRACT,,???£®MALVA SYLVESTRIS£©?/∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4939,MALVA SYLVESTRIS (MALLOW) FLOWER EXTRACT,???????,???£®MALVA SYLVESTRIS£©?≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4940,MALVA SYLVESTRIS (MALLOW) EXTRACT,??????,???£®MALVA SYLVESTRIS£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4941,MALVA SYLVESTRIS (MALLOW) LEAF POWDER,??????,???£®MALVA SYLVESTRIS£©∂j?,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4942,MALVA SYLVESTRIS (MALLOW) LEAF EXTRACT,???????,???£®MALVA SYLVESTRIS£©∂j≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4943,PRUNUS HUMILIS EXTRACT,,??£®PRUNUS HUMILIS£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
4944,CYSTOSEIRA TAMARISCIFOLIA EXTRACT,?????? ???????????,???«W£®CYSTOSEIRA TAMARISCIFOLIA£©≠Ç?ƒz,,http://cis.kcii.re.kr/resource/img/img_country_00000003.jpg
